"IQ","expert","educ","wage"
97.7711086758166,24.8460692446679,12.3352680054959,1909.74668707654
93.9707171551785,13.4122375887819,16.4404270814266,3571.87233592071
100.205631569228,10.6204972579144,14.2168002799153,47.1226110430384
103.196942037856,19.6007285965607,15.6340807038359,5554.20957398161
96.0672282204363,12.274709015619,11.9550544437952,1480.64721546851
98.0725535095224,28.4795200545341,15.4010646899696,6811.8830590176
97.6206605796115,14.907182562165,15.8163566121366,2112.92788686547
103.598753457372,24.6197432954796,19.7508061078843,-87938.3726359923
99.9074718855621,26.2713015172631,16.0598618320655,-10824.9497444963
93.1344112053073,17.064988121856,10.456461700378,1561.29442680259
95.0878608615983,0.200151647441089,13.9625139893033,-1406.8223545989
97.2275564920907,23.3336185966618,18.0397628895007,-8970.93028786551
100.606905943288,0.957010549027473,18.6105189544614,-44447.965450755
99.3956384203126,12.4109622579999,10.3203079036903,1557.50560829818
93.3197947572269,23.694418638479,9.90567650133744,1437.65332733618
100.850287406042,26.6917086532339,11.9053630060516,1844.63927056099
100.775393579704,1.65172701934353,14.5036402952392,7825.73266288895
100.124659336836,8.91961799003184,18.9945751924533,-190.250506023463
89.7670729298943,15.7069699745625,15.0046485017519,-4436.09351054659
101.065770528043,7.40209629060701,14.8911812214646,2701.35346439755
113.350358321568,9.25189612666145,9.62957656569779,1442.9675080827
93.8649199684394,27.1002867934294,19.3789018455427,8717.11486358794
104.171236659738,1.09050272265449,14.724823164288,-2708.11758155865
102.662858735252,28.535118252039,19.7751039252616,-36704.010610431
96.7658751840662,1.71028840821236,13.1162219357211,-368.699987669552
103.015806304161,11.7001967970282,12.3019989295863,448.270256279545
91.0807793214392,19.3115863809362,12.1532071148977,1248.99608558782
101.674710835587,10.626506593544,13.1266210025642,2026.7945626023
102.804878609425,14.7783722542226,14.3853286062367,747.268554320921
106.104678272997,25.5845117988065,9.55618512863293,1395.15198183714
98.9427320614139,20.1489672996104,16.9350238065235,9848.48691438431
103.497147625681,22.7928916853853,18.2660562207457,-2949.41641500883
96.4678165899526,7.7055615093559,12.3436262712348,1922.93910665935
97.6742452743954,17.8646437567659,19.2618176839314,8704.76898204452
91.16900694972,9.66736351372674,19.636421635747,-28334.9673659589
100.946442979343,25.1409611455165,13.2260078836698,1715.88855813976
98.1690966194026,14.2210379429162,16.712456197245,3555.95962889814
105.288005888422,26.544092092663,15.7855691500008,-2710.58219614419
96.2918926907391,28.1825271737762,19.5150070036761,-28486.7258894414
93.2582047370737,25.1928007649258,15.9422349270899,-9025.44205963355
97.4134678401906,26.5978819155134,14.3809174497146,1031.25455473902
107.058678508449,3.14392916159704,15.9348086847458,-3521.93662283989
100.927325138841,12.793644934427,9.49216457200237,1699.31281496173
99.7815427860678,1.43097687279806,10.6002368468326,1695.77523584302
98.9204331239729,4.99896696070209,15.1367675547954,6525.88385473405
107.318876731716,11.5951234102249,14.9898108050693,8303.63631383589
101.148333186187,3.74353618361056,15.9174062397797,10428.967703583
100.538118171762,5.52978606428951,13.2998306981754,-1921.66874282518
93.1094872055527,27.5299538299441,9.80089748417959,1353.8050141817
95.1590855842268,2.68249086337164,17.9569663987495,24451.052390496
101.258556900616,1.86823982745409,16.398632297758,13566.7961809955
94.5265315132575,21.3384386245161,9.39933625841513,1456.42293329419
101.988214224801,7.55529256537557,18.7256332507823,-7871.11589071206
95.0184899782988,23.9422230189666,11.9254252687097,601.90980568619
100.502890059884,8.3402620931156,15.3640070699621,1361.41060207565
104.768401407136,25.7057192386128,19.1447608189192,-20562.7964495186
91.048385326026,24.662936150562,15.9844603480306,746.803566479482
101.558506079122,1.14149485481903,13.9521322818473,5349.53142465985
112.769940032974,11.1488736583851,17.2877842683811,28692.8834704568
95.6958112201285,12.4075328791514,15.5474203049671,5181.69647369649
102.719642209101,11.1101228347979,13.7422066910658,2920.24713035856
98.0383098176971,23.4456324297935,16.9526980572846,15407.5000073053
106.177209491757,24.0890962444246,13.954029305838,7813.03452927909
105.980432197177,24.1591552854516,17.6693415383343,-10398.9757746777
97.5212654936662,16.9703353894874,13.2739410803188,2176.44223371251
98.5282938938507,29.8134567285888,17.0671740029939,87.3938646906611
97.1325125865157,4.4927457603626,11.6917712935247,1440.83410142548
108.096043640374,24.4202656927519,9.74497309164144,1379.96344971121
95.215361634138,10.1868141442537,10.2875399424229,1184.68143842369
100.206185598318,18.3921715244651,9.6419677848462,1718.58940336987
92.5084477832683,3.59319950686768,9.12872910127044,1213.93957792334
103.304795781655,23.4016253077425,11.8828956538346,2291.19444376855
101.427288104009,12.6015878934413,13.8264460214414,1947.60296190462
106.944331468838,10.9161783568561,12.325402356917,1284.72320209177
99.2032819739759,3.75233797822148,11.7610921591986,2329.63719978051
97.695405484229,28.0449144425802,17.0964406081475,8955.86583157776
100.842190356862,23.5630831005983,14.4231770797633,2509.57283289498
106.977465115712,4.72996706608683,14.8566747347359,840.376655601625
103.642131305417,9.17271832935512,12.0448576959316,1292.29520680974
101.675449746747,11.403983104974,16.8929797038436,-1170.54876395728
105.846382460338,10.1697228220291,17.8961513100658,-25018.2544706174
101.239834122805,24.9713782849722,17.7341185139958,1405.00683409407
98.2092526376802,5.10043794522062,9.25532299024053,1523.5601483627
106.917466620402,13.5708052944392,10.0047412528656,1625.89770575197
102.060345832694,19.3304263497703,12.3285634813365,1858.44757834665
99.3849606911751,6.31959783146158,11.3687174580991,1750.18280721654
99.6688534384201,5.97322467248887,12.1111731159035,1768.35124254277
88.3875456137185,21.7295693373308,9.03898565936834,1568.52248452338
94.7717174945073,1.4057265361771,17.5643360987306,-2922.88520195818
110.289375117994,24.4247863534838,13.4502511245664,2232.13807085454
109.857661874711,0.129986756946892,18.5976825430989,37347.7010162261
90.3950240168646,8.2107655168511,17.4796825684607,1112.06888321509
102.310630351044,22.6915682782419,10.4255573402625,1986.31043523128
99.1963796822686,29.4202971062623,18.3042382618878,-12578.6577789449
99.4789423397619,19.7082482837141,9.63713382557034,1935.21197058629
102.339197006282,28.7508139712736,18.9200324832927,23075.1962827871
102.219604075758,5.91478551970795,17.332354266895,-11944.7643482766
104.142764042043,29.4178785500117,11.9543740393128,432.180985508113
98.0647493883429,24.2331475694664,9.9142972426489,1538.62371506578
110.094690813303,13.8979434105568,13.0449635544792,2019.07855053263
93.1529389237915,5.73894285829738,18.4613763715606,5926.53558666143
100.815084194457,29.9332318198867,18.4510249418672,8275.15139616408
99.4338691175013,11.469121996779,9.61290815286338,1404.52113762024
104.298776432266,16.9696791353635,13.2930637924001,288.029103952091
100.643327306254,8.77874340629205,18.3359154860955,-4591.58867482071
100.964856236474,5.46623540343717,13.1716298237443,1362.09854703289
101.948285919471,2.11911627324298,10.4427396375686,1077.15291433861
88.8622909237159,15.3817173326388,16.6727700745687,-10022.4727880236
105.133673706713,1.01203200174496,17.4526771553792,14290.9163052089
106.017253176757,4.63239415548742,16.3432547079865,-4473.93624959572
103.752465165282,14.3541882117279,11.155507465126,1859.65707558238
98.5534030804273,15.717360349372,14.0397790232673,2710.08696092459
98.8626803810495,25.5708405305631,9.90986744617112,1480.92034742355
99.3477670747814,25.9169930429198,19.3475118810311,-18957.9189233147
109.07293795368,8.04806544212624,17.3286164999008,16622.6371022264
97.5299230193346,0.94562916085124,9.11324813915417,1413.23783767042
101.438396578923,24.5322906877846,18.622149421135,21448.2532780532
92.5215145185419,4.67933347681537,18.5371663954575,3042.15907167778
108.11203559251,10.4998612194322,11.7537250944879,2565.41974271073
101.182103363761,7.40810165181756,9.91266691242345,1728.18439682624
102.84581913237,5.32609710702673,13.1873119196389,-34.7547284462621
98.3888242846066,16.3233601721004,19.9886597229633,-26221.9668642162
102.291188139192,16.9664290244691,13.5540386103094,-734.046675295077
